Date,User,Message
2017-11-14 21:01:16,"Sue","어떡해ㅋㅋㅋㅋㄱㄱㅋ"
2017-11-14 21:01:22,"벨라","윤님은 진짜 착함"
2017-11-14 21:01:23,"벨라","노예임"
2017-11-14 21:01:32,"벨라","저나하니 바로 택시를 타네요"
2017-11-14 21:01:45,"요🐳(료정)","아 진짜 너무하네 그분 ㅠㅠ
소고기 맛나게 씹으시면서 마음을 추스리세여"
2017-11-14 21:01:51,"벨라","네 ㅠㅠ"
2017-11-14 21:01:54,"벨라","감사합니다 요님"
2017-11-14 21:01:55,"Sue","진짜다급하게받자마자 웅!!!나택시잡고있어 아까부터잡으려고했어!!!!"
2017-11-14 21:02:00,"Sue","아니 누가뭐래ㅋㄱㅋㅋ"
2017-11-14 21:02:02,"벨라","ㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:02:04,"이규진","ㅌㅋㅋㅋㅋㅋㅋㅋㅋㅋ아 윤님 ㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:02:08,"Sue","ㅋㅋㄱㅋㅋㄱㅋㅋ"
2017-11-14 21:02:12,"Sue","아너무웃겨"
2017-11-14 21:02:14,"벨라","귀여워 ㅋㅋㅋ"
2017-11-14 21:02:24,"이규진","수님 엄청 사랑하시는거맞는듯욬ㅋㅋㅋ"
2017-11-14 21:02:25,"벨라","아까부터 잡으려고 했어 ! ㅋㅋㅋㅋ"
2017-11-14 21:02:41,"Sue","필요없는 부연설명을 속사포처럼ㅋㅋㅋ"
2017-11-14 21:03:55,"요🐳(료정)","윤님 진짜 넘 귀여우시네옄ㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:04:10,"JH - 박정환","아이고퇴근하는길에 복습하니.. 벨라님.... 힘내세유 뭔가 최근에 이상한 일이 많네요ㅠㅠㅠ"
2017-11-14 21:04:18,"박성옥_Delly","아 잠을 너무 안잤더니 말을 이을수가 없네요"
2017-11-14 21:04:20,"JH - 박정환","수님 늦엇지만 귀국추카드립니당"
2017-11-14 21:04:23,"JH - 박정환","(이모티콘) "
2017-11-14 21:04:26,"박성옥_Delly","저는 그냥 ...?으로 당황한걸로"
2017-11-14 21:04:38,"JH - 박정환","델리님 오늘도 야근??"
2017-11-14 21:04:46,"JH - 박정환","(이모티콘) "
2017-11-14 21:05:57,"박성옥_Delly","죽을거 같아요"
2017-11-14 21:06:02,"영쥬넥","벨라님 호사다마라고
힘내세요 
제 생각엔 결자해지라고
그분하고는 어떠케든 잘 풀어야할거같은데

맛난고기먹고 육수도 마시고 힘내세요
응원할게요 29뱀띠 주넥할배가"
2017-11-14 21:06:13,"박성옥_Delly","이방 톡 5시간치 리뷰하는데 일하는거보다 힘듦"
2017-11-14 21:07:13,"벨라","ㅎㅎ 영쥬넥으로 바꾸셨네요 준혁님 ㅎ"
2017-11-14 21:07:18,"벨라","리뷰 ㅋㅋ"
2017-11-14 21:07:25,"이규진","델리님 그 회사 때려쳐요"
2017-11-14 21:07:32,"이규진","거 인재가 왜 그런데서...."
2017-11-14 21:07:38,"벨라","제가 요즘 요요일을 못하고있어서 
모두들 리뷰하느라 힘드실듯 ㅎㅎ"
2017-11-14 21:07:43,"시골BG 2018 8/25~9/8","윤님 각성하신지 알았더니 ㅠ"
2017-11-14 21:08:05,"이규진","근데 윤님 진짜 착한거같아요 ㅋㅋㅋ"
2017-11-14 21:08:12,"시골BG 2018 8/25~9/8","벨라님 힘내세요.
스트레스 풀겸 펌프나 한 판하고 오세요 ㅠㅠ"
2017-11-14 21:08:21,"시골BG 2018 8/25~9/8","진짜 x진상이네요"
2017-11-14 21:08:22,"시골BG 2018 8/25~9/8","ㅠ"
2017-11-14 21:08:27,"영쥬넥","사진"
2017-11-14 21:08:47,"영쥬넥","방색깔 어떠케바꿔요?
눈아파ㅋㅋ"
2017-11-14 21:09:18,"이규진","메뉴에 들어가면"
2017-11-14 21:09:30,"이규진","아래 오른쪽 설정 들어가시고"
2017-11-14 21:09:47,"이규진","현재 채팅방 배경화면 터치"
2017-11-14 21:10:40,"슬라니","저도 오자마자 그로타 등대로 바꿧지여(아잉)"
2017-11-14 21:10:52,"부산BC  ??","이제 델리님 야간안하는게 더 이상한"
2017-11-14 21:11:07,"부산BC  ??","9시퇴근은 조퇴같음"
2017-11-14 21:11:12,"벨라","ㅋㅋㅋ"
2017-11-14 21:11:49,"벨라","ㅋㅋㅋㅋㅋ 펌픜ㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:12:03,"벨라","그럴까요? 소고기 먹고 펌프각 ㅋㅋㅋㅋ"
2017-11-14 21:12:16,"벨라","이제 고기먹으러 갑니다 휘비고우~~~!"
2017-11-14 21:12:21,"Sue","벨라님"
2017-11-14 21:12:45,"골스 1223~0104","(이모티콘) "
2017-11-14 21:12:56,"벨라","넹"
2017-11-14 21:13:02,"Sue","사진"
2017-11-14 21:13:04,"Sue","힘내여"
2017-11-14 21:13:07,"슬라니","헐"
2017-11-14 21:13:08,"Sue","ㅋㅋㅋ"
2017-11-14 21:13:10,"벨라","헐"
2017-11-14 21:13:13,"벨라","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:13:14,"Sue","ㅋㅋㄱㅋㅋ"
2017-11-14 21:13:17,"벨라","나 운전하다 차 세움"
2017-11-14 21:13:19,"벨라","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:13:20,"Sue","힘나여 안나여"
2017-11-14 21:13:22,"Sue","나져?"
2017-11-14 21:13:29,"벨라","(이모티콘) 나요"
2017-11-14 21:13:35,"요🐳(료정)","헐ㅎㅎ"
2017-11-14 21:13:36,"Sue","ㅋㅋㅋㅋㅋ"
2017-11-14 21:13:37,"이규진","엌ㅋㅋㅋㅋㅋ수님대박"
2017-11-14 21:13:50,"슬라니","엄청난 비주얼"
2017-11-14 21:13:55,"벨라","와 몇병을 가져온거임"
2017-11-14 21:13:58,"벨라","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:14:04,"이규진","오로라보다 영롱하네요...."
2017-11-14 21:14:09,"요🐳(료정)","수님 짐 버리시고 싸오셨남!ㅎㅎ"
2017-11-14 21:14:10,"요🐳(료정)","(이모티콘) "
2017-11-14 21:14:14,"슬라니","그와중에 화이트에일은 하나 먹은거에요?ㅋㅋㅋㅋ"
2017-11-14 21:14:25,"벨라","ㅎㅎㅎㅎㅎㅎㅎ"
2017-11-14 21:14:25,"이규진","네개 드신거아니에요?ㅋㅋㅋ"
2017-11-14 21:14:28,"Sue","네 쭌님한테 죄다나눔하고 남은공간다채움"
2017-11-14 21:14:32,"Sue","네개묵음ㅋㄱㅋㅋ"
2017-11-14 21:14:32,"박성옥_Delly","수님 어디로 가면 되나요"
2017-11-14 21:14:33,"요🐳(료정)","프라하에서 드셨나바여ㅎㅎ"
2017-11-14 21:14:35,"요🐳(료정)","히히히"
2017-11-14 21:14:35,"슬라니","아 그런건가 ㅋㅋㅋ"
2017-11-14 21:14:51,"이규진","존경합니다 수님"
2017-11-14 21:15:04,"요🐳(료정)","델리님 사표 내시나요"
2017-11-14 21:15:16,"슬라니","파랭이 페일에일 그립당 ㅜㅜ"
2017-11-14 21:15:37,"벨라","ㅎㅎㅎㅎㅎ"
2017-11-14 21:15:41,"민과장","헐 벨라님 스트레스 많이 받으셨을텐데 소고기 맛있게 드세요~
아줌마 정신상태가 안쓰럽"
2017-11-14 21:15:52,"민과장","수님 에인스톡 대박"
2017-11-14 21:16:00,"박성옥_Delly","지금 사표내면 차장님이 너무 불쌍해서"
2017-11-14 21:16:10,"슬라니","차장님은 기회 생기면"
2017-11-14 21:16:19,"이규진","차장님이랑 결혼하고 그만둬버려요"
2017-11-14 21:16:23,"슬라니","뒤도 안 돌아보고 도망간다고!"
2017-11-14 21:16:24,"박성옥_Delly","ㅋㅋㅋㅋㅋㅋㅋ헐"
2017-11-14 21:16:26,"요🐳(료정)","헉ㅋㅋㅋ"
2017-11-14 21:16:35,"슬라니","응? ㅋㅋㅋㅋㅋ 차장님 여자분이에요?ㅋㅋㅋㅋ"
2017-11-14 21:16:41,"박성옥_Delly","남자요.."
2017-11-14 21:16:45,"슬라니","앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:16:47,"요🐳(료정)","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ푸하하"
2017-11-14 21:16:51,"벨라","ㅋㅋㅋㅋ"
2017-11-14 21:16:53,"박성옥_Delly","(이모티콘) "
2017-11-14 21:17:18,"이규진","남자면 뭐 어때요!! 아이슬란드는 동성결혼 합법이라면서요?"
2017-11-14 21:17:22,"이규진","죄송..."
2017-11-14 21:17:33,"박성옥_Delly","ㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:17:37,"수기","  이런 ㅋㅋㅋㅋㅋ"
2017-11-14 21:17:44,"영쥬넥","규진님 감사감사"
2017-11-14 21:17:50,"벨라","사진"
2017-11-14 21:17:57,"JH - 박정환","으어 사진대박"
2017-11-14 21:18:02,"밍슈","서면!!"
2017-11-14 21:18:06,"벨라","뭔가..."
2017-11-14 21:18:07,"이규진","빠른 사과...🍎"
2017-11-14 21:18:08,"슬라니","가게명이 뭔가 적극적ㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:18:09,"JH - 박정환","벨라님 이름이 가게이름에 들어잇네요"
2017-11-14 21:18:10,"민과장","가게 이름 맘에 듭니다 ㅋㅋㅋㅋ"
2017-11-14 21:18:13,"벨라","친근감있는 이름이 ㅋㅋㅋㅋ"
2017-11-14 21:18:14,"요🐳(료정)","사진"
2017-11-14 21:18:36,"Sue","우돼끼리? 나 왜 식당이름이 기분나쁜거져ㅋㅋㅋㅋ"
2017-11-14 21:18:42,"Sue","날놀리는거같아"
2017-11-14 21:18:50,"베가본드  2/2~2/18  2018","지금 글을 봤는데"
2017-11-14 21:19:00,"요🐳(료정)","델리님 나가면 안대여 ㅋㅋㅋ"
2017-11-14 21:19:15,"베가본드  2/2~2/18  2018","저 방이 폐쇄되는것이 자칫 저 때문인걸로 몰아가신거 같아서 기분이 좀 그러내요?"
2017-11-14 21:20:27,"이규진","엄 대장님 다들 그런의도로 말씀하신건 아닐거에요"
2017-11-14 21:20:50,"베가본드  2/2~2/18  2018","모르는 사람이 보기에는 그렇게볼수 밖에 앖ㄴ느데요  다시 읽어봐도?"
2017-11-14 21:20:54,"수아","ㅠㅠ 제가 뭔가 말을 잘못남겼나봐요 그런 의도는 아니었는데"
2017-11-14 21:21:05,"베가본드  2/2~2/18  2018","좋은일 하고 뺨때기 맞은  기분이네요?"
2017-11-14 21:25:45,"벨라","이게 카톡방이라서 글로 적다보니 그렇게 생각하셨을수 있으셨겠어요 
그리 생각하지 마시고 기분푸셔요 ㅠ
서울이면 같이 고기드시자고 할텐데 ㅠㅠ"
2017-11-14 21:27:50,"부산BC  ??","본드님이 그렇게 말씀하셔어 다시 읽어봤는데 그런의도는 전혀아니고
이방에 들어오지 않으신분들의 글도
누구를 탓하거나 그런거 없이
도리어
본드님께감사하고 즐거웠다고올리고 있습니다"
2017-11-14 21:28:01,"이규진","다들 감사하는 마음일거에요 지금 올라오는 인사 마다마다 대장님께 감사드린다는 말뿐이고...저 방이 폭파 되는건 시간 문제였다고 생각합니다 개인적으로 위태위태 하다고 생각해서 방제목 바꾸자고도 얘기 꺼냈던 것이구요 결코 대장님 때문은 아닙니다"
2017-11-14 21:28:04,"요🐳(료정)","ㅠㅠ"
2017-11-14 21:28:31,"베가본드  2/2~2/18  2018","네 알겠습니다"
2017-11-14 21:29:04,"Iceberg","베가본드님
제가 다시 읽어봤는데  전혀 그렇지 않아요"
2017-11-14 21:31:20,"부산BC  ??","아무래도 
카톡방의 제일 중심이신 분이시다보니 언급되신거 같습니다"
2017-11-14 21:32:48,"부산BC  ??","너무 깊게 생각마시고 
좋게 생각해주셨으면 하는 바램이 이방과 옆방분들의 마음일것입니다"
2017-11-14 21:33:29,"이규진","다들 연기를 너무 못했....습미다 (흑흑)"
2017-11-14 21:33:36,"수아","혹시 제가 남긴 글로 시작된 흐름이라 여기신다면 사과드릴게요 
말씀하신 의도는 전혀 아니었습니다 
많이 불쾌하셨다면 저는 카페에서만 활동하는걸로 마음 표현 할게요.."
2017-11-14 21:34:54,"하얀별빛","뭐여 여기 분위기 왜 그래영??"
2017-11-14 21:35:22,"하얀별빛","저쪽방 그동안 못봤던 낙냄분들 좋은 글 남기셔서 감동 받고 있었는뎁.......,"
2017-11-14 21:35:34,"Iceberg","베가본드님 아니셨음 전혀 모르던 우리가 이렇게 친하게 될 수가 없었던 거 누구나 다 알고 인정하는 거구 감사하게 생각하고 있구요
"
2017-11-14 21:35:35,"진여  (오윤진)","저도 지금 다시 몇번을 읽어봐도 본드님때문에 폐쇄되는것으로 읽혀지지는 않습니다.
아무도 개인 한명때문에 방이 없어진다고 생각하지는 않을것 같고요 올라오는 글들도 다 감사의 글로 보입니다.
오해는 없으셨으면 좋겠습니다 ㅠㅠ"
2017-11-14 21:36:13,"베가본드  2/2~2/18  2018","네 알겠습니다  수아님 불쾌하지 않습니다  여기서 앞으로도 좋은 활동 보여주셨으면 합니다"
2017-11-14 21:36:28,"부산BC  ??","수아님도
넘 힘들어마시고
다시 저희랑 잼나게놀아요"
2017-11-14 21:37:06,"부산BC  ??","본드님도 위에 말씀하셨고
여기분들도 수아님 탓하는분 아무도 없을겁니다"
2017-11-14 21:37:22,"부산BC  ??","저도 아이유 꼭 보고싶습니다"
2017-11-14 21:38:46,"슬라니","맞아요 대장님도 보고싶고 아이유도 보고싶습니당(뽀뽀)"
2017-11-14 21:38:53,"밍슈","(이모티콘) 저도 아이유 ㅎㅎㅎ"
2017-11-14 21:39:18,"하얀별빛","저능 어른이유~~~~~"
2017-11-14 21:39:39,"골스 1223~0104","아 큰일날리고 싶다..."
2017-11-14 21:39:40,"벨라","헐"
2017-11-14 21:39:43,"벨라","ㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:39:54,"밍슈","(이모티콘) "
2017-11-14 21:39:56,"수아","네.. 글로서 표현하다보니 의도치않게  오해를 드렸나봐요
다시한번 진심으로 사과드릴게요"
2017-11-14 21:39:58,"골스 1223~0104","이방에 계신분들 모두 사랑스러우신분들 입니다♡"
2017-11-14 21:40:06,"벨라","사진"
2017-11-14 21:40:11,"부산BC  ??","사진"
2017-11-14 21:40:15,"부산BC  ??","우리는 버텨야합니다"
2017-11-14 21:40:15,"ruru","본드님이 저방에서 가장 도움을 많이 주셧던 분이니까 마지막으로 감사의 인사를 본드님께 하는거 같아요 대장님덕분에 저방에서 오로라를 본거니깐요(하트뿅)(하트뿅)(하트뿅)"
2017-11-14 21:40:19,"마넙","아이고 전 이제 퇴근"
2017-11-14 21:40:32,"부산BC  ??","수아님 버텨주세요ㅎㅎㅎ
나가시면 울어버릴겁니다"
2017-11-14 21:40:51,"요🐳(료정)","음성메시지"
2017-11-14 21:40:53,"밍슈","전 어제 수아님의 만두사진을 보고 오늘은 꼭 라면을 먹어야겠다고 생각중입니다"
2017-11-14 21:40:54,"마넙","뭔가.. 이사를 한 기분이 드는군요"
2017-11-14 21:41:10,"요🐳(료정)","분위기 환기를 위해ㅎㅎ"
2017-11-14 21:41:15,"이규진","마넙님 고생하셨네요 오늘도 마지막 퇴근은 델리님?"
2017-11-14 21:41:20,"이규진","요님 저거 요님이에요???????"
2017-11-14 21:41:21,"밍슈","요님 목소린가요!!!???"
2017-11-14 21:41:28,"골스 1223~0104","와ㅋㅋㅋㅋ보노보노에여?"
2017-11-14 21:41:34,"마넙","감사합니다 델리님빻리튀근하시길ㅠㅜ"
2017-11-14 21:41:35,"하얀별빛","저도 짐 퇴근
집에서 처묵하고 있어욥 ㅋ"
2017-11-14 21:41:37,"베가본드  2/2~2/18  2018","네 수아님 괜찮습니다  앞으로 우리 이 방 사람들 더 돈독하고 잘 지내는 계기가 되었으면 하고 진심으로 바랍니다"
2017-11-14 21:42:11,"영쥬넥","오예오예
수아님도 베가본드님도
오예오예~~~"
2017-11-14 21:42:27,"ruru","(이모티콘) 수아님"
2017-11-14 21:42:30,"슬라니","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:42:35,"밍슈","(이모티콘) 맞아요맞아요 다 사랑합니당"
2017-11-14 21:42:48,"슬라니","벨라님 5인분이람서요!"
2017-11-14 21:42:51,"마넙","(이모티콘) "
2017-11-14 21:42:59,"승구","사진"
2017-11-14 21:42:59,"골스 1223~0104","(이모티콘) "
2017-11-14 21:43:00,"영쥬넥","수아님 오늘비비고만두 6개 가나요?"
2017-11-14 21:43:10,"요🐳(료정)","(이모티콘) 자폭"
2017-11-14 21:43:14,"밍슈","벨라님 거기 고기가 우돼끼리인가요?"
2017-11-14 21:43:15,"이규진","옼ㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:43:18,"이규진","요님ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:43:35,"이규진","팬으로써 사랑과 존경을 보냅니다"
2017-11-14 21:43:39,"마넙","헉 성대모사하신거에요???"
2017-11-14 21:43:47,"슬라니","요님 대박"
2017-11-14 21:43:52,"슬라니","목소리가 넘나 러블리ㅜㅜ"
2017-11-14 21:43:59,"부산BC  ??","수아님ㅋㅋㅋㅋ
아이유님ㅋㅋㅋㅋ"
2017-11-14 21:44:02,"승구","즐거운 분위기 인데"
2017-11-14 21:44:04,"마넙","대박.."
2017-11-14 21:44:08,"민과장","헐 요님 (뽀뽀)"
2017-11-14 21:44:15,"부산BC  ??","아 배아파"
2017-11-14 21:44:24,"부산BC  ??","승구님 엽서 받았어요ㅎㅎ땡큑ㅋㅋ"
2017-11-14 21:44:25,"승구","베가본드님 절대로 그런 의도로 말한 사람은 아마 없을 겁니다"
2017-11-14 21:44:30,"까이","(오..본드님...저도 죄송해요)"
2017-11-14 21:44:48,"승구","bc님 다행이네요 ㅎㅎㅎ"
2017-11-14 21:44:48,"이규진","승구님 부럽....맛저하세요...."
2017-11-14 21:45:00,"슬라니","어젠가 본드님이랑 왠지님이 존슨빌 얘기해서 밤 11시에 소세지를 부여잡고 울었는데 또 생각난다요ㅜㅠ"
2017-11-14 21:45:27,"부산BC  ??","ㅋㅋ까이님 반성하세요!!!!!!"
2017-11-14 21:45:28,"베가본드  2/2~2/18  2018","저는 지금 집에 왔어요 어직 저녁 못먹었습니다"
2017-11-14 21:45:32,"베가본드  2/2~2/18  2018","존슨빌 먹으려구요"
2017-11-14 21:45:35,"슬라니","으악 ㅜㅜ"
2017-11-14 21:45:38,"Teddy","이상황에 할말은 아니지만...
트루님을 계속 기다리고 이ㅆ는대
말씀이 없 ㅜㅜㅜㅜ"
2017-11-14 21:45:45,"슬라니","앜ㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:45:49,"부산BC  ??","전 살뺄려고운동하고왔는데
배가 고픈"
2017-11-14 21:45:50,"베가본드  2/2~2/18  2018","아무도 미안하다는 말씀 안하셔도 됩니다  돈워리  괜찮습니다"
2017-11-14 21:45:52,"영쥬넥","존슨빌 3줄 가나요?"
2017-11-14 21:45:54,"슬라니","테디님 아직 메스드연기 못 펼침요?ㅋㅋㅋㅋ"
2017-11-14 21:46:06,"Teddy","기회를 안주심 ㅜㅜ"
2017-11-14 21:46:07,"하얀별빛","너무 다들 예민하신 거 아닌가요?
글을 못찾은 건지....
순둥순둥 합시다잉~~"
2017-11-14 21:46:07,"베가본드  2/2~2/18  2018","남자가 3줄이 뭡니까 다섯줄은 먹어야지"
2017-11-14 21:46:10,"슬라니","본드님 맥주랑 소세지로 피로를 푸세요!ㅎㅎ"
2017-11-14 21:46:12,"Teddy","잘할 자신있는대..."
2017-11-14 21:46:18,"요🐳(료정)","(이모티콘) 분위기 환기가 됐을까여~
본드님 존슨빌 두번드세여"
2017-11-14 21:46:19,"Teddy","(이모티콘) "
2017-11-14 21:46:21,"골스 1223~0104","돈워리!"
2017-11-14 21:46:29,"요🐳(료정)","다섯번드세여"
2017-11-14 21:46:40,"베가본드  2/2~2/18  2018","테디님 노쇼에 미션 달성도 못하셨내요 ㅋ"
2017-11-14 21:46:44,"골스 1223~0104","카톡 알림말 할까봐요 멋진말이당"
2017-11-14 21:46:46,"이규진","제가 혹시 저쪽 카톡방에서 엄청난 연기를 펼쳐도 이해부탁드립니다"
2017-11-14 21:46:52,"밍슈","비씨님 엽서 우체국에 받으러갔다오셨어요?"
2017-11-14 21:47:01,"Teddy","흑 ㅜㅜㅜ 거기다 형이랑 결혼도 해야될 운명이라니 ㅜㅜ"
2017-11-14 21:47:15,"골스 1223~0104","사진"
2017-11-14 21:47:22,"골스 1223~0104","빙하색깔 짱짱"
2017-11-14 21:47:29,"이규진","아 좋으네요"
2017-11-14 21:48:10,"요🐳(료정)","눈오니까 대박이네요"
2017-11-14 21:48:25,"왠지","아오 저도 소시지 볶겠어오"
2017-11-14 21:49:08,"마넙","전 오리고기를 볶겠습니다"
2017-11-14 21:49:08,"까이","아오 전 지금 마트갈껀데 소세지를 사겠어요"
2017-11-14 21:49:23,"베가본드  2/2~2/18  2018","이촌동에 지금 수퍼 다 닫혔습니다"
2017-11-14 21:49:34,"까이","이마트갈꺼에요  ㅡㅡ"
2017-11-14 21:49:53,"베가본드  2/2~2/18  2018","음"
2017-11-14 21:49:57,"베가본드  2/2~2/18  2018","넵"
2017-11-14 21:50:05,"베가본드  2/2~2/18  2018","(이모티콘) "
2017-11-14 21:50:08,"까이","사진"
2017-11-14 21:50:12,"골스 1223~0104","편의점! 씨유 졔쓰"
2017-11-14 21:50:14,"부산BC  ??","밍뚜님 아파트경비실 다녀왔습니다"
2017-11-14 21:50:16,"까이","크리스마스 곧 와요ㅋ"
2017-11-14 21:50:31,"베가본드  2/2~2/18  2018","밍뚜님은 누구시죠?"
2017-11-14 21:50:36,"요🐳(료정)","애기어피치 킥킥이 좀 쏴쥬세요"
2017-11-14 21:50:42,"베가본드  2/2~2/18  2018","(이모티콘) "
2017-11-14 21:50:48,"골스 1223~0104","ㅋㅋㅋㅋㅋ"
2017-11-14 21:51:08,"요🐳(료정)","감사해요ㅎㅎㅎ 저걸살걸"
2017-11-14 21:51:17,"요🐳(료정)","밍슈님"
2017-11-14 21:51:18,"이규진","밍뚜님 밍슈님?"
2017-11-14 21:51:39,"까이","요님 저거 사도 우린못써요"
2017-11-14 21:51:46,"까이","본드님전용"
2017-11-14 21:51:49,"요🐳(료정)","ㅋ컄ㅋㅋㅋ"
2017-11-14 21:51:54,"요🐳(료정)","(이모티콘) 전 그냥 이걸로 만족"
2017-11-14 21:52:08,"밍슈","밍슈 밍뚜입니다 ㅋㅋㅋㅋ"
2017-11-14 21:52:12,"베가본드  2/2~2/18  2018","요님 복숭아가 나이가 많아보이네요"
2017-11-14 21:52:26,"밍슈","전 우체국에 있던데 ㅠㅠ"
2017-11-14 21:52:29,"베가본드  2/2~2/18  2018","영구치인듯"
2017-11-14 21:52:36,"요🐳(료정)","영구칰ㅋㅋㅋ"
2017-11-14 21:52:38,"이규진","ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ"
2017-11-14 21:52:59,"요🐳(료정)","가지런한치아"
2017-11-14 21:53:41,"베가본드  2/2~2/18  2018","(이모티콘) "
2017-11-14 21:53:43,"베가본드  2/2~2/18  2018","(이모티콘) "
2017-11-14 21:53:47,"왠지","본드님, 어여 식사하세요."
2017-11-14 21:53:48,"베가본드  2/2~2/18  2018","전 얘네 둘이 제일 좋음"
2017-11-14 21:53:56,"부산BC  ??","헐 우체국"
2017-11-14 21:53:58,"베가본드  2/2~2/18  2018","네 밥 앉혔습니다"
2017-11-14 21:54:00,"요🐳(료정)","젤귀욤ㅋㅋ"
2017-11-14 21:54:02,"부산BC  ??","그게 왜 우체국에"
2017-11-14 21:54:04,"골스 1223~0104","본드티콘으로 지정"
2017-11-14 21:54:11,"부산BC  ??","사진 짱좋아요"
2017-11-14 21:54:21,"왠지","사진"
2017-11-14 21:54:34,"왠지","얘네들 가운데 옐로썬더가"
2017-11-14 21:54:36,"왠지","ㅋ"
2017-11-14 21:54:39,"공대 (박대훈)","하...7시ㅜ이후에 처음 카톡 보는데 늦었는지 모르겠지만 벨라님 힘 내시길 진심으로 바랍니다 다 좋게 풀릴거에요"
2017-11-14 21:54:55,"왠지","아 넘나 귀여워요.
옐로 썬더"
2017-11-14 21:55:22,"민과장","저도 ㅋㅋㅋㅋ 이 없는 아가들이 딱 취향 ㅋㅋㅋㅋㅋ"
2017-11-14 21:55:29,"이규진","대장님 은 라이언 무지개반사 제일 잘어울리심미다"
2017-11-14 21:55:33,"왠지","ㅋㅋㅋㅋㅋ"
2017-11-14 21:55:34,"베가본드  2/2~2/18  2018","(이모티콘) "
2017-11-14 21:55:41,"민과장","늦은 식사 하시는 분들 맛있게드세요^^~"
2017-11-14 21:55:48,"베가본드  2/2~2/18  2018","아이슬란드에서 오로라 보고 있는 분이 없어서..."
2017-11-14 21:55:51,"왠지","민과장님 웃어드려야 하는 글이었음"
2017-11-14 21:56:02,"이규진","(이모티콘) 그쵸 오로라 요정님"
2017-11-14 21:56:15,"ruru","본드콘 오로라 요정님 잘어울려용 히히"
2017-11-14 21:56:20,"왠지","사진"
2017-11-14 21:56:21,"베가본드  2/2~2/18  2018","루루님"
2017-11-14 21:56:24,"베가본드  2/2~2/18  2018","아직도 루루네요"
2017-11-14 21:56:27,"민과장","ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 진짜에요"
2017-11-14 21:56:29,"베가본드  2/2~2/18  2018","그러다가 포터에게"
2017-11-14 21:56:32,"베가본드  2/2~2/18  2018","다시 뺏깁니다"
2017-11-14 21:56:36,"ruru","혼나요????ㅋㅋㅋ"
2017-11-14 21:56:40,"요🐳(료정)","스티커샀는데 붙여드릴께요"
2017-11-14 21:56:40,"요🐳(료정)","사진"
2017-11-14 21:56:47,"요🐳(료정)","본드님"
2017-11-14 21:56:48,"왠지","ㅋㅋㅋㅋ 민과장님 격하게 공감"
2017-11-14 21:56:48,"베가본드  2/2~2/18  2018","요님"
2017-11-14 21:56:52,"이규진","ㅋㅋㅋㅋㅋㅋ포터님 개닉은 어찌된거죠"
2017-11-14 21:56:53,"베가본드  2/2~2/18  2018","저거 스티커 어디서 팔죠?"
2017-11-14 21:56:54,"ruru","(이모티콘) 우루로 해야하나요?"
2017-11-14 21:56:59,"왠지","소치는 아니지만ㅋㅋ"
2017-11-14 21:57:03,"민과장","ㅋㅋㅋㅋㅋ 저 스티커 탐나네"
2017-11-14 21:57:25,"이규진","민과장님 저 조만간 진료랑 스켈링 예약할건데 민과장님 이름 대면 되나여?"
2017-11-14 21:57:29,"요🐳(료정)","아트박스같은데서 샀어요ㅋㅋㅋ"
2017-11-14 21:57:32,"베가본드  2/2~2/18  2018","투명 스티커인듯"
2017-11-14 21:57:34,"이규진","저 거기 4년째 가는데..."
2017-11-14 21:57:41,"민과장","아 그냥 저한테 알려주세요 ㅋ"
2017-11-14 21:57:42,"베가본드  2/2~2/18  2018","카카오츠렌즈 샵아니구요?"
2017-11-14 21:57:48,"이규진","오 알겟슴니다 ㅋㅋ"
2017-11-14 21:57:58,"베가본드  2/2~2/18  2018","저의 아이폰 X에 붙이고싶네용 ㅋㅋ"
2017-11-14 21:58:00,"민과장","잘하는 직원앞으로 예약잡아드릴게요 ㅋㅋㅋ 원래 삼육다녀요?"
2017-11-14 21:58:08,"요🐳(료정)","넹ㅋㅋ 거기도팔껄요??ㅎ"
2017-11-14 21:58:10,"이규진","넹 가깝기도 하고 해서 ㅎㅎㅎ"
2017-11-14 21:58:21,"Sung","음 지금 봤습니다"
